Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
r6gd.12xlarge.elasticsearch,December 2019,48,64,Graviton2,384,512,2 x 1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
r6gd.16xlarge.elasticsearch,December 2019,64,64,Graviton2,512,512,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
db.m6g.large,December 2019,2,64,Graviton2,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,9","3,1","4,8","7,7","10,5",AWS Graviton2 (ARM)
db.m6g.xlarge,December 2019,4,64,Graviton2,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,9","6,2","9,7","15,3","21,0",AWS Graviton2 (ARM)
db.m6g.2xlarge,December 2019,8,64,Graviton2,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,8","12,3","19,3","30,7","42,0",AWS Graviton2 (ARM)
db.m6g.4xlarge,December 2019,16,64,Graviton2,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","7,5","24,7","38,6","61,3","84,1",AWS Graviton2 (ARM)
db.m6g.8xlarge,December 2019,32,64,Graviton2,128,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","15,0","49,3","77,3","122,6","168,2",AWS Graviton2 (ARM)
db.m6g.12xlarge,December 2019,48,64,Graviton2,192,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","38,40","57,60","76,80","115,20","0,0","0,0","0,0","0,0","22,5","74,0","115,9","183,9","252,3",AWS Graviton2 (ARM)
db.m6g.16xlarge,December 2019,64,64,Graviton2,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","30,0","98,6","154,5","245,2","336,4",AWS Graviton2 (ARM)
db.m5.large,November 2017,2,96,Xeon Platinum 8259CL,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","1,24","2,06","3,69","5,31","0,0","0,0","0,0","0,0","1,8","4,1","6,7","11,8","16,3",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.xlarge,November 2017,4,96,Xeon Platinum 8259CL,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","3,5","8,3","13,4","23,7","32,7",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.2xlarge,November 2017,8,96,Xeon Platinum 8259CL,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","7,0","16,5","26,7","47,3","65,4",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.4xlarge,November 2017,16,96,Xeon Platinum 8259CL,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","14,0","33,1","53,5","94,6","130,7",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.8xlarge,June 2019,32,96,Xeon Platinum 8259CL,128,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","28,0","66,1","106,9","189,3","261,4",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.12xlarge,November 2017,48,96,Xeon Platinum 8259CL,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","29,86","49,42","88,45","127,48","0,0","0,0","0,0","0,0","42,0","99,2","160,4","283,9","392,2",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.16xlarge,June 2019,64,96,Xeon Platinum 8259CL,256,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","56,0","132,3","213,8","378,5","522,9",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m5.24xlarge,November 2017,96,96,Xeon Platinum 8259CL,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","84,0","198,4","320,8","567,8","784,3",Up to 3.1 GHz Intel Xeon Platinum 8175M
db.m4.large,June 2015,2,72,Xeon E5-2686 v4,8,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,6","4,2","6,8","10,5","14,2",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m4.xlarge,June 2015,4,72,Xeon E5-2686 v4,16,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,2","8,4","13,6","21,0","28,4",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m4.2xlarge,June 2015,8,72,Xeon E5-2686 v4,32,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","6,4","16,7","27,1","42,1","56,9",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m4.4xlarge,June 2015,16,72,Xeon E5-2686 v4,64,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","12,9","33,5","54,3","84,1","113,8",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m4.10xlarge,June 2015,40,48,Xeon E5-2676 v3,160,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"24,12","68,87","141,65","193,88","32,00","48,00","64,00","96,00","0,0","0,0","0,0","0,0","40,0","96,1","156,9","245,6","329,9",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m4.16xlarge,September 2016,64,72,Xeon E5-2686 v4,256,256,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","51,6","133,8","217,1","336,5","455,1",2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell)
db.m3.medium,January 2014,1,32,Xeon E5-2670,3.75,240,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,87","2,47","5,09","6,97","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","1,4","3,1","5,0","8,0","10,7",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
db.m3.large,January 2014,2,32,Xeon E5-2670,7.5,240,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,73","4,95","10,18","13,94","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","2,9","6,1","10,1","16,1","21,3",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
db.m3.xlarge,October 2012,4,32,Xeon E5-2670,15,240,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,47","9,90","20,36","27,87","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","5,8","12,2","20,1","32,1","42,6",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
db.m3.2xlarge,October 2012,8,32,Xeon E5-2670,30,240,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"6,94","19,80","40,72","55,74","6,00","9,00","12,00","18,00","0,0","0,0","0,0","0,0","11,5","24,4","40,3","64,2","85,2",Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors
db.m1.small,August 2006,1,32,Xeon E5-2650,1.7,120,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,72","2,04","4,21","5,76","0,34","0,51","0,68","1,02","0,0","0,0","0,0","0,0","1,2","2,2","3,7","6,1","8,0",
db.m1.medium,March 2012,1,32,Xeon E5-2650,3.75,120,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,72","2,04","4,21","5,76","0,75","1,13","1,50","2,25","0,0","0,0","0,0","0,0","1,2","2,7","4,4","6,9","9,2",
db.m1.large,October 2007,2,32,Xeon E5-2650,7.5,120,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,43","4,09","8,41","11,51","1,50","2,25","3,00","4,50","0,0","0,0","0,0","0,0","2,4","5,3","8,7","13,8","18,4",
db.m1.xlarge,October 2007,4,32,Xeon E5-2650,15,120,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,86","8,18","16,82","23,02","3,00","4,50","6,00","9,00","0,0","0,0","0,0","0,0","4,8","10,6","17,4","27,6","36,8",
db.z1d.12xlarge,July 2018,48,48,Xeon Platinum 8151,384,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"48,00","148,00","361,00","441,00","50,00","92,00","174,00","256,00","0,0","0,0","0,0","0,0","96,0","194,0","336,0","631,0","793,0",Up to 4.0 GHz Intel Xeon Scalable Processors
db.z1d.large,July 2018,2,48,Xeon Platinum 8151,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,00","6,17","15,04","18,38","2,08","3,83","7,25","10,67","0,0","0,0","0,0","0,0","4,0","8,1","14,0","26,3","33,0",Up to 4.0 GHz Intel Xeon Scalable Processors
db.z1d.xlarge,July 2018,4,48,Xeon Platinum 8151,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,00","12,33","30,08","36,75","4,17","7,67","14,50","21,33","0,0","0,0","0,0","0,0","8,0","16,2","28,0","52,6","66,1",Up to 4.0 GHz Intel Xeon Scalable Processors
db.z1d.2xlarge,July 2018,8,48,Xeon Platinum 8151,64,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,00","24,67","60,17","73,50","8,33","15,33","29,00","42,67","0,0","0,0","0,0","0,0","16,0","32,3","56,0","105,2","132,2",Up to 4.0 GHz Intel Xeon Scalable Processors
db.z1d.3xlarge,July 2018,12,48,Xeon Platinum 8151,96,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"12,00","37,00","90,25","110,25","12,50","23,00","43,50","64,00","0,0","0,0","0,0","0,0","24,0","48,5","84,0","157,8","198,3",Up to 4.0 GHz Intel Xeon Scalable Processors
db.z1d.6xlarge,July 2018,24,48,Xeon Platinum 8151,192,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"24,00","74,00","180,50","220,50","25,00","46,00","87,00","128,00","0,0","0,0","0,0","0,0","48,0","97,0","168,0","315,5","396,5",Up to 4.0 GHz Intel Xeon Scalable Processors
db.x1e.xlarge,November 2017,4,128,Xeon E7-8880 v3,122,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,26","6,46","13,28","18,18","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","3,8","30,4","46,8","65,8","95,1",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1e.2xlarge,November 2017,8,128,Xeon E7-8880 v3,244,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,52","12,91","26,56","36,35","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","7,5","60,8","93,6","131,7","190,3",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1e.4xlarge,November 2017,16,128,Xeon E7-8880 v3,488,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,05","25,83","53,12","72,71","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","15,0","121,6","187,2","263,3","380,5",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1e.8xlarge,November 2017,32,128,Xeon E7-8880 v3,976,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"18,09","51,65","106,24","145,41","195,20","292,80","390,40","585,60","0,0","0,0","0,0","0,0","30,0","243,3","374,5","526,6","761,0",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1e.16xlarge,November 2017,64,128,Xeon E7-8880 v3,1952,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"36,19","103,30","212,47","290,83","390,40","585,60","780,80","1171,20","0,0","0,0","0,0","0,0","60,0","486,6","748,9","1053,3","1522,0",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1e.32xlarge,September 2017,128,128,Xeon E7-8880 v3,3904,3904,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"72,37","206,61","424,94","581,65","780,80","1171,20","1561,60","2342,40","0,0","0,0","0,0","0,0","120,0","973,2","1497,8","2106,5","3044,1",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1.32xlarge,May 2016,128,128,Xeon E7-8880 v3,1952,1952,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"72,37","206,61","424,94","581,65","390,40","585,60","780,80","1171,20","0,0","0,0","0,0","0,0","120,0","582,8","912,2","1325,7","1872,9",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.x1.16xlarge,October 2016,64,128,Xeon E7-8880 v3,976,1952,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"36,19","103,30","212,47","290,83","195,20","292,80","390,40","585,60","0,0","0,0","0,0","0,0","60,0","291,4","456,1","662,9","936,4",2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell)
db.r6g.large,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
db.r6g.xlarge,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
db.r6g.2xlarge,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
db.r6g.4xlarge,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
db.r6g.12xlarge,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
db.r6g.16xlarge,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
db.r5.large,July 2018,2,96,Xeon Platinum 8175M,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","2,41","3,85","9,92","15,99","0,0","0,0","0,0","0,0","2,0","5,6","8,9","19,1","27,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.xlarge,July 2018,4,96,Xeon Platinum 8175M,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","4,82","7,70","19,84","31,98","0,0","0,0","0,0","0,0","4,0","11,2","17,8","38,2","55,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.2xlarge,July 2018,8,96,Xeon Platinum 8175M,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","9,64","15,40","39,68","63,97","0,0","0,0","0,0","0,0","8,0","22,5","35,6","76,3","111,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.4xlarge,July 2018,16,96,Xeon Platinum 8175M,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,65","24,44","57,28","79,66","19,27","30,80","79,37","127,94","0,0","0,0","0,0","0,0","16,0","44,9","71,2","152,7","223,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.8xlarge,June 2019,32,96,Xeon Platinum 8175M,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"19,29","48,88","114,57","159,33","38,54","61,59","158,73","255,87","0,0","0,0","0,0","0,0","32,0","89,8","142,5","305,3","447,2",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.12xlarge,July 2018,48,96,Xeon Platinum 8175M,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"28,94","73,32","171,85","238,99","57,81","92,39","238,10","383,81","0,0","0,0","0,0","0,0","48,0","134,8","213,7","458,0","670,8",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.16xlarge,June 2019,64,96,Xeon Platinum 8175M,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"38,59","97,75","229,13","318,65","77,08","123,19","317,47","511,75","0,0","0,0","0,0","0,0","64,0","179,7","284,9","610,6","894,4",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r5.24xlarge,July 2018,96,96,Xeon Platinum 8175M,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","115,62","184,78","476,20","767,62","0,0","0,0","0,0","0,0","96,0","269,5","427,4","915,9","1341,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
db.r4.large,November 2016,2,72,Xeon E5-2686 v4,15.25,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","1,6","5,6","9,0","13,4","18,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r4.xlarge,November 2016,4,72,Xeon E5-2686 v4,30.5,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","3,2","11,3","17,9","26,8","37,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r4.2xlarge,November 2016,8,72,Xeon E5-2686 v4,61,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","6,4","22,5","35,8","53,7","74,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r4.4xlarge,November 2016,16,72,Xeon E5-2686 v4,122,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,77","22,19","45,64","62,47","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","12,9","45,1","71,7","107,3","148,6",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r4.8xlarge,November 2016,32,72,Xeon E5-2686 v4,244,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"15,55","44,38","91,28","124,95","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","25,8","90,1","143,4","214,7","297,1",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r4.16xlarge,November 2016,64,72,Xeon E5-2686 v4,488,488,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"31,09","88,76","182,57","249,90","97,60","146,40","195,20","292,80","0,0","0,0","0,0","0,0","51,6","180,2","286,7","429,3","594,3",2.3 GHz Intel Xeon E5-2686 v4 Processor
db.r3.large,April 2014,2,40,Xeon E5-2670 v2,15.25,244,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,39","3,96","8,14","11,15","3,05","4,58","6,10","9,15","0,0","0,0","0,0","0,0","2,3","6,7","10,8","16,5","22,6",Intel Xeon Ivy Bridge Processors
db.r3.xlarge,April 2014,4,40,Xeon E5-2670 v2,30.5,244,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,77","7,92","16,29","22,30","6,10","9,15","12,20","18,30","0,0","0,0","0,0","0,0","4,6","13,5","21,7","33,1","45,2",Intel Xeon Ivy Bridge Processors
db.r3.2xlarge,April 2014,8,40,Xeon E5-2670 v2,61,244,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"5,55","15,84","32,58","44,59","12,20","18,30","24,40","36,60","0,0","0,0","0,0","0,0","9,2","26,9","43,3","66,2","90,4",Intel Xeon Ivy Bridge Processors
db.r3.4xlarge,April 2014,16,40,Xeon E5-2670 v2,122,244,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"11,10","31,68","65,16","89,19","24,40","36,60","48,80","73,20","0,0","0,0","0,0","0,0","18,4","53,9","86,7","132,4","180,8",Intel Xeon Ivy Bridge Processors
db.r3.8xlarge,April 2014,32,40,Xeon E5-2670 v2,244,244,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"22,19","63,36","130,32","178,37","48,80","73,20","97,60","146,40","0,0","0,0","0,0","0,0","36,8","107,8","173,4","264,7","361,6",Intel Xeon Ivy Bridge Processors
db.m2.xlarge,February 2010,2,32,Xeon E5-2665,17.1,280,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,73","4,95","10,18","13,94","3,42","5,13","6,84","10,26","0,0","0,0","0,0","0,0","2,9","8,0","13,0","19,9","27,1",
db.m2.2xlarge,October 2009,4,32,Xeon E5-2665,34.2,280,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,47","9,90","20,36","27,87","6,84","10,26","13,68","20,52","0,0","0,0","0,0","0,0","5,8","16,1","25,9","39,8","54,1",
db.m2.4xlarge,October 2009,8,32,Xeon E5-2665,68.4,280,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"6,94","19,80","40,72","55,74","13,68","20,52","27,36","41,04","0,0","0,0","0,0","0,0","11,5","32,1","51,8","79,6","108,3",
db.t3.micro,August 2018,2,96,Xeon Platinum 8175M,1,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,15","0,24","0,62","1,00","0,0","0,0","0,0","0,0","2,0","3,4","5,3","9,8","13,0",2.5 GHz Intel Scalable Processor
db.t3.small,August 2018,2,96,Xeon Platinum 8175M,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,30","0,48","1,24","2,00","0,0","0,0","0,0","0,0","2,0","3,5","5,5","10,4","14,0",2.5 GHz Intel Scalable Processor
db.t3.medium,August 2018,2,96,Xeon Platinum 8175M,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,60","0,96","2,48","4,00","0,0","0,0","0,0","0,0","2,0","3,8","6,0","11,6","16,0",2.5 GHz Intel Scalable Processor
db.t3.large,August 2018,2,96,Xeon Platinum 8175M,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","1,20","1,92","4,96","8,00","0,0","0,0","0,0","0,0","2,0","4,4","7,0","14,1","20,0",2.5 GHz Intel Scalable Processor
db.t3.xlarge,August 2018,4,96,Xeon Platinum 8175M,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","2,41","3,85","9,92","15,99","0,0","0,0","0,0","0,0","4,0","8,8","14,0","28,2","39,9",2.5 GHz Intel Scalable Processor
db.t3.2xlarge,August 2018,8,96,Xeon Platinum 8175M,32,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","12,22","28,64","39,83","4,82","7,70","19,84","31,98","0,0","0,0","0,0","0,0","8,0","17,6","27,9","56,5","79,8",2.5 GHz Intel Scalable Processor
db.t2.micro,July 2014,1,48,Xeon E5-2676 v3,1,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,20","0,30","0,40","0,60","0,0","0,0","0,0","0,0","1,0","1,8","3,0","4,9","6,4",3.3 GHz Intel Scalable Processor
db.t2.small,July 2014,1,48,Xeon E5-2676 v3,2,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","1,0","2,0","3,3","5,3","7,0",3.3 GHz Intel Scalable Processor
db.t2.medium,July 2014,2,48,Xeon E5-2676 v3,4,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,44","7,08","9,69","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","2,0","4,0","6,6","10,7","14,1",3.3 GHz Intel Scalable Processor
db.t2.large,June 2015,2,48,Xeon E5-2676 v3,8,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,44","7,08","9,69","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","2,0","4,8","7,8","12,3","16,5",3.3 GHz Intel Scalable Processor
db.t2.xlarge,November 2016,4,48,Xeon E5-2676 v3,16,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,89","14,16","19,39","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","4,0","9,6","15,7","24,6","33,0",3.3 GHz Intel Scalable Processor
db.t2.2xlarge,November 2016,8,48,Xeon E5-2676 v3,32,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,82","13,77","28,33","38,78","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","8,0","19,2","31,4","49,1","66,0",3.3 GHz Intel Scalable Processor
