Instance type,Release Date,Instance vCPU,Platform Total Number of vCPU,Platform CPU Name,Instance Memory (in GB),Platform Memory (in GB),Storage Info (Type and Size in GB),Storage Type,Platform Storage Drive Quantity,Platform GPU Quantity,Platform GPU Name,Instance Number of GPU,Instance GPU memory (in GB),PkgWatt @ Idle,PkgWatt @ 10%,PkgWatt @ 50%,PkgWatt @ 100%,RAMWatt @ Idle,RAMWatt @ 10%,RAMWatt @ 50%,RAMWatt @ 100%,GPUWatt @ Idle,GPUWatt @ 10%,GPUWatt @ 50%,GPUWatt @ 100%,Delta Full Machine,Instance @ Idle,Instance @ 10%,Instance @ 50%,Instance @ 100%,Hardware Information on AWS Documentation & Comments
r5.24xlarge,July 2018,96,96,Xeon Platinum 8175M,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","115,62","184,78","476,20","767,62","0,0","0,0","0,0","0,0","96,0","269,5","427,4","915,9","1341,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5.metal,July 2018,96,96,Xeon Platinum 8175M,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"57,88","146,63","343,70","477,98","115,62","184,78","476,20","767,62","0,0","0,0","0,0","0,0","96,0","269,5","427,4","915,9","1341,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5a.large,November 2018,2,96,EPYC 7571,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,7","5,8","9,1","14,3","19,8",2.5 GHz AMD EPYC 7000 series processors
r5a.xlarge,November 2018,4,96,EPYC 7571,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,30","12,54","16,98","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,3","11,7","18,2","28,7","39,5",2.5 GHz AMD EPYC 7000 series processors
r5a.2xlarge,November 2018,8,96,EPYC 7571,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,87","10,61","25,08","33,95","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","6,7","23,3","36,5","57,3","79,0",2.5 GHz AMD EPYC 7000 series processors
r5a.4xlarge,November 2018,16,96,EPYC 7571,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"7,74","21,22","50,15","67,90","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","13,3","46,7","73,0","114,7","158,0",2.5 GHz AMD EPYC 7000 series processors
r5a.8xlarge,June 2019,32,96,EPYC 7571,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"15,48","42,43","100,30","135,81","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","26,7","93,4","145,9","229,4","316,1",2.5 GHz AMD EPYC 7000 series processors
r5a.12xlarge,November 2018,48,96,EPYC 7571,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"23,23","63,65","150,45","203,71","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","40,0","140,0","218,9","344,1","474,1",2.5 GHz AMD EPYC 7000 series processors
r5a.16xlarge,June 2019,64,96,EPYC 7571,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"30,97","84,87","200,60","271,61","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","53,3","186,7","291,8","458,7","632,1",2.5 GHz AMD EPYC 7000 series processors
r5a.24xlarge,November 2018,96,96,EPYC 7571,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"46,45","127,30","300,91","407,42","153,60","230,40","307,20","460,80","0,0","0,0","0,0","0,0","80,0","280,1","437,7","688,1","948,2",2.5 GHz AMD EPYC 7000 series processors
r5ad.large,March 2019,2,96,EPYC 7571,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"0,97","2,65","6,27","8,49","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","1,7","5,8","9,1","14,3","19,8",2.5 GHz AMD EPYC 7000 series processors
r5ad.xlarge,March 2019,4,96,EPYC 7571,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"1,94","5,30","12,54","16,98","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","3,3","11,7","18,2","28,7","39,5",2.5 GHz AMD EPYC 7000 series processors
r5ad.2xlarge,March 2019,8,96,EPYC 7571,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"3,87","10,61","25,08","33,95","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","6,7","23,3","36,5","57,3","79,0",2.5 GHz AMD EPYC 7000 series processors
r5ad.4xlarge,March 2019,16,96,EPYC 7571,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"7,74","21,22","50,15","67,90","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","13,3","46,7","73,0","114,7","158,0",2.5 GHz AMD EPYC 7000 series processors
r5ad.8xlarge,March 2019,32,96,EPYC 7571,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"15,48","42,43","100,30","135,81","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","26,7","93,4","145,9","229,4","316,1",2.5 GHz AMD EPYC 7000 series processors
r5ad.12xlarge,March 2019,48,96,EPYC 7571,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"23,23","63,65","150,45","203,71","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","40,0","140,0","218,9","344,1","474,1",2.5 GHz AMD EPYC 7000 series processors
r5ad.16xlarge,March 2019,64,96,EPYC 7571,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"30,97","84,87","200,60","271,61","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","53,3","186,7","291,8","458,7","632,1",2.5 GHz AMD EPYC 7000 series processors
r5ad.24xlarge,March 2019,96,96,EPYC 7571,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"46,45","127,30","300,91","407,42","153,60","230,40","307,20","460,80","0,0","0,0","0,0","0,0","80,0","280,1","437,7","688,1","948,2",2.5 GHz AMD EPYC 7000 series processors
r5d.large,July 2018,2,96,Xeon Platinum 8259CL,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","1,8","5,4","8,7","15,5","21,7",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.xlarge,July 2018,4,96,Xeon Platinum 8259CL,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","3,5","10,8","17,5","31,0","43,3",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.2xlarge,July 2018,8,96,Xeon Platinum 8259CL,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","7,0","21,5","35,0","62,1","86,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.4xlarge,July 2018,16,96,Xeon Platinum 8259CL,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","14,0","43,0","69,9","124,1","173,2",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.8xlarge,June 2019,32,96,Xeon Platinum 8259CL,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","28,0","86,0","139,9","248,2","346,4",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.12xlarge,July 2018,48,96,Xeon Platinum 8259CL,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","42,0","129,1","209,8","372,4","519,6",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.16xlarge,June 2019,64,96,Xeon Platinum 8259CL,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","79,62","131,77","235,85","339,93","0,0","0,0","0,0","0,0","56,0","172,1","279,7","496,5","692,9",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.24xlarge,July 2018,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5d.metal,July 2018,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake)
r5dn.large,October 2019,2,96,Xeon Platinum 8259CL,16,768,1 x 75 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","1,8","5,4","8,7","15,5","21,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.xlarge,October 2019,4,96,Xeon Platinum 8259CL,32,768,1 x 150 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","3,5","10,8","17,5","31,0","43,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,64,768,1 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","7,0","21,5","35,0","62,1","86,6",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,128,768,2 x 300 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","14,0","43,0","69,9","124,1","173,2",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,256,768,2 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","28,0","86,0","139,9","248,2","346,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,384,768,2 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","42,0","129,1","209,8","372,4","519,6",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,512,768,4 x 600 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","79,62","131,77","235,85","339,93","0,0","0,0","0,0","0,0","56,0","172,1","279,7","496,5","692,9",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5dn.metal,February 2021,96,96,Xeon Platinum 8259CL,768,768,4 x 900 NVMe SSD,SSD,4,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.large,October 2019,2,96,Xeon Platinum 8259CL,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","1,8","5,4","8,7","15,5","21,7",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.xlarge,October 2019,4,96,Xeon Platinum 8259CL,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","3,5","10,8","17,5","31,0","43,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.2xlarge,October 2019,8,96,Xeon Platinum 8259CL,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","7,0","21,5","35,0","62,1","86,6",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.4xlarge,October 2019,16,96,Xeon Platinum 8259CL,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","14,0","43,0","69,9","124,1","173,2",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.8xlarge,October 2019,32,96,Xeon Platinum 8259CL,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","28,0","86,0","139,9","248,2","346,4",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.12xlarge,October 2019,48,96,Xeon Platinum 8259CL,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","42,0","129,1","209,8","372,4","519,6",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.16xlarge,October 2019,64,96,Xeon Platinum 8259CL,512,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","79,62","131,77","235,85","339,93","0,0","0,0","0,0","0,0","56,0","172,1","279,7","496,5","692,9",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.24xlarge,October 2019,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5n.metal,February 2021,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",Up to 3.5 GHz 2nd generation Intel Xeon Scalable Processors (Cascade Lake)
r5b.large,December 2020,2,96,Xeon Platinum 8259CL,16,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,14","2,87","6,39","9,28","2,49","4,12","7,37","10,62","0,0","0,0","0,0","0,0","1,8","5,4","8,7","15,5","21,7",
r5b.xlarge,December 2020,4,96,Xeon Platinum 8259CL,32,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,28","5,75","12,79","18,56","4,98","8,24","14,74","21,25","0,0","0,0","0,0","0,0","3,5","10,8","17,5","31,0","43,3",
r5b.2xlarge,December 2020,8,96,Xeon Platinum 8259CL,64,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,56","11,49","25,58","37,12","9,95","16,47","29,48","42,49","0,0","0,0","0,0","0,0","7,0","21,5","35,0","62,1","86,6",
r5b.4xlarge,December 2020,16,96,Xeon Platinum 8259CL,128,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"9,12","22,99","51,16","74,23","19,91","32,94","58,96","84,98","0,0","0,0","0,0","0,0","14,0","43,0","69,9","124,1","173,2",
r5b.8xlarge,December 2020,32,96,Xeon Platinum 8259CL,256,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"18,24","45,97","102,31","148,46","39,81","65,89","117,93","169,97","0,0","0,0","0,0","0,0","28,0","86,0","139,9","248,2","346,4",
r5b.12xlarge,December 2020,48,96,Xeon Platinum 8259CL,384,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"27,36","68,96","153,47","222,69","59,72","98,83","176,89","254,95","0,0","0,0","0,0","0,0","42,0","129,1","209,8","372,4","519,6",
r5b.16xlarge,December 2020,64,96,Xeon Platinum 8259CL,512,768,EBS Only,EBS,0,N/A,N/A,N/A,N/A,"36,47","91,95","204,62","296,92","79,62","131,77","235,85","339,93","0,0","0,0","0,0","0,0","56,0","172,1","279,7","496,5","692,9",
r5b.24xlarge,December 2020,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",
r5b.metal,December 2020,96,96,Xeon Platinum 8259CL,768,768,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"54,71","137,92","306,93","445,38","119,43","197,66","353,78","509,90","0,0","0,0","0,0","0,0","84,0","258,1","419,6","744,7","1039,3",
r6g.medium,December 2019,1,64,Graviton2,8,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,27","0,75","1,76","2,39","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,5","2,3","3,6","5,4","7,7",AWS Graviton2 (ARM)
r6g.large,December 2019,2,64,Graviton2,16,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
r6g.xlarge,December 2019,4,64,Graviton2,32,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
r6g.2xlarge,December 2019,8,64,Graviton2,64,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
r6g.4xlarge,December 2019,16,64,Graviton2,128,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
r6g.8xlarge,December 2019,32,64,Graviton2,256,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","15,0","74,9","115,7","173,8","245,0",AWS Graviton2 (ARM)
r6g.12xlarge,December 2019,48,64,Graviton2,384,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
r6g.16xlarge,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
r6g.metal,December 2019,64,64,Graviton2,512,512,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
r6gd.medium,December 2019,1,64,Graviton2,8,512,1 x 59 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,27","0,75","1,76","2,39","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","0,5","2,3","3,6","5,4","7,7",AWS Graviton2 (ARM)
r6gd.large,December 2019,2,64,Graviton2,16,512,1 x 118 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"0,54","1,49","3,53","4,77","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","0,9","4,7","7,2","10,9","15,3",AWS Graviton2 (ARM)
r6gd.xlarge,December 2019,4,64,Graviton2,32,512,1 x 237 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"1,09","2,98","7,05","9,55","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","1,9","9,4","14,5","21,7","30,6",AWS Graviton2 (ARM)
r6gd.2xlarge,December 2019,8,64,Graviton2,64,512,1 x 474 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"2,18","5,97","14,10","19,10","12,80","19,20","25,60","38,40","0,0","0,0","0,0","0,0","3,8","18,7","28,9","43,5","61,2",AWS Graviton2 (ARM)
r6gd.4xlarge,December 2019,16,64,Graviton2,128,512,1 x 950 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"4,35","11,93","28,21","38,20","25,60","38,40","51,20","76,80","0,0","0,0","0,0","0,0","7,5","37,5","57,8","86,9","122,5",AWS Graviton2 (ARM)
r6gd.8xlarge,December 2019,32,64,Graviton2,256,512,1 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"8,71","23,87","56,42","76,39","51,20","76,80","102,40","153,60","0,0","0,0","0,0","0,0","15,0","74,9","115,7","173,8","245,0",AWS Graviton2 (ARM)
r6gd.12xlarge,December 2019,48,64,Graviton2,384,512,2 x 1425 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"13,06","35,80","84,63","114,59","76,80","115,20","153,60","230,40","0,0","0,0","0,0","0,0","22,5","112,4","173,5","260,7","367,5",AWS Graviton2 (ARM)
r6gd.16xlarge,December 2019,64,64,Graviton2,512,512,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
r6gd.metal,December 2019,64,64,Graviton2,512,512,2 x 1900 NVMe SSD,SSD,2,N/A,N/A,N/A,N/A,"17,42","47,74","112,84","152,78","102,40","153,60","204,80","307,20","0,0","0,0","0,0","0,0","30,0","149,8","231,3","347,6","490,0",AWS Graviton2 (ARM)
t1.micro,September 2010,1,32,Xeon E5-2670,613,144,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,87","2,47","5,09","6,97","0,12","0,18","0,25","0,37","0,0","0,0","0,0","0,0","1,4","2,4","4,1","6,8","8,8",
t2.nano,December 2015,1,48,Xeon E5-2676 v3,0.5,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,10","0,15","0,20","0,30","0,0","0,0","0,0","0,0","1,0","1,7","2,9","4,7","6,1",3.3 GHz Intel Scalable Processor
t2.micro,July 2014,1,48,Xeon E5-2676 v3,1,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,20","0,30","0,40","0,60","0,0","0,0","0,0","0,0","1,0","1,8","3,0","4,9","6,4",3.3 GHz Intel Scalable Processor
t2.small,July 2014,1,48,Xeon E5-2676 v3,2,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,60","1,72","3,54","4,85","0,40","0,60","0,80","1,20","0,0","0,0","0,0","0,0","1,0","2,0","3,3","5,3","7,0",3.3 GHz Intel Scalable Processor
t2.medium,July 2014,2,48,Xeon E5-2676 v3,4,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,44","7,08","9,69","0,80","1,20","1,60","2,40","0,0","0,0","0,0","0,0","2,0","4,0","6,6","10,7","14,1",3.3 GHz Intel Scalable Processor
t2.large,June 2015,2,72,Xeon E5-2686 v4,8,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"0,97","2,77","5,71","7,81","1,60","2,40","3,20","4,80","0,0","0,0","0,0","0,0","1,6","4,2","6,8","10,5","14,2",3.0 GHz Intel Scalable Processor
t2.xlarge,November 2016,4,72,Xeon E5-2686 v4,16,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,94","5,55","11,41","15,62","3,20","4,80","6,40","9,60","0,0","0,0","0,0","0,0","3,2","8,4","13,6","21,0","28,4",3.0 GHz Intel Scalable Processor
t2.2xlarge,November 2016,8,72,Xeon E5-2686 v4,32,288,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"3,89","11,10","22,82","31,24","6,40","9,60","12,80","19,20","0,0","0,0","0,0","0,0","6,4","16,7","27,1","42,1","56,9",3.0 GHz Intel Scalable Processor
t3.nano,August 2018,2,96,Xeon Platinum 8175M,0.5,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,08","0,12","0,31","0,50","0,0","0,0","0,0","0,0","2,0","3,3","5,2","9,5","12,5",2.5 GHz Intel Scalable Processor
t3.micro,August 2018,2,96,Xeon Platinum 8175M,1,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,15","0,24","0,62","1,00","0,0","0,0","0,0","0,0","2,0","3,4","5,3","9,8","13,0",2.5 GHz Intel Scalable Processor
t3.small,August 2018,2,96,Xeon Platinum 8175M,2,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,30","0,48","1,24","2,00","0,0","0,0","0,0","0,0","2,0","3,5","5,5","10,4","14,0",2.5 GHz Intel Scalable Processor
t3.medium,August 2018,2,96,Xeon Platinum 8175M,4,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","0,60","0,96","2,48","4,00","0,0","0,0","0,0","0,0","2,0","3,8","6,0","11,6","16,0",2.5 GHz Intel Scalable Processor
t3.large,August 2018,2,96,Xeon Platinum 8175M,8,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"1,21","3,05","7,16","9,96","1,20","1,92","4,96","8,00","0,0","0,0","0,0","0,0","2,0","4,4","7,0","14,1","20,0",2.5 GHz Intel Scalable Processor
t3.xlarge,August 2018,4,96,Xeon Platinum 8175M,16,384,EBS-Only,EBS,0,N/A,N/A,N/A,N/A,"2,41","6,11","14,32","19,92","2,41","3,85","9,92","15,99","0,0","0,0","0,0","0,0","4,0","8,8","14,0","28,2","39,9",2.5 GHz Intel Scalable Processor
